id,state
10_00084,media_3-genre=2|media_3-starring=farewell|media_3-subtitle_language=family|media_3-title=farewell
10_00086,media_3-genre=load|media_3-starring=war|media_3-subtitle_language=english|media_3-title=war
10_00087,media_3-genre=movie online and i need your help to search for a nice fantasy|media_3-starring=hustlers|media_3-subtitle_language=fantasy|media_3-title=hustlers
10_00088,hotels_2-number_of_adults=1|hotels_2-rating=3.7|hotels_2-where_to=paris_ france
10_00089,hotels_2-has_laundry_service=not|hotels_2-rating=4.4|hotels_2-where_to=london_ england
10_00090,hotels_2-rating=4.6|hotels_2-where_to=new york
10_00091,hotels_2-has_laundry_service=london|hotels_2-number_of_adults=1|hotels_2-rating=4.1|hotels_2-where_to=london
10_00093,hotels_2-where_to=berlin
10_00094,hotels_2-where_to=rio de janeiro
10_00096,hotels_2-has_laundry_service=new york|hotels_2-number_of_adults=1|hotels_2-rating=4.3|hotels_2-where_to=new york
10_00098,hotels_2-number_of_adults=2|hotels_2-rating=4.2|hotels_2-where_to=rio de janeiro
10_00100,hotels_2-has_laundry_service=long beach_ laundry included.i've just checked and there are 7 possibilities|hotels_2-number_of_adults=113|hotels_2-where_to=long beach
10_00104,hotels_2-number_of_adults=3|hotels_2-rating=4.3|hotels_2-where_to=vancouver
10_00107,hotels_2-where_to=london
10_00109,hotels_2-where_to=1 addington street
10_00110,hotels_2-number_of_adults=100|hotels_2-where_to=new york
10_00114,hotels_2-where_to=nairobi
10_00116,hotels_2-number_of_adults=3|hotels_2-rating=4.3|hotels_2-where_to=atlanta
10_00117,hotels_2-has_laundry_service=c|hotels_2-number_of_adults=3|hotels_2-rating=4.3|hotels_2-where_to=100 greenwich street
10_00118,hotels_2-has_laundry_service=not|hotels_2-number_of_adults=3|hotels_2-rating=4.3|hotels_2-where_to=atlanta
10_00119,hotels_2-has_laundry_service=laundry service in it.what about a house at 100 greenwich street|hotels_2-rating=3.7|hotels_2-where_to=new york
10_00120,hotels_2-has_laundry_service=canada|hotels_2-number_of_adults=1|hotels_2-rating=4.0|hotels_2-where_to=toronto
10_00123,hotels_2-number_of_adults=122|hotels_2-rating=4.3|hotels_2-where_to=laxthere
10_00124,hotels_2-where_to=san diego
10_00126,hotels_2-has_laundry_service=c|hotels_2-where_to=nyc
10_00127,hotels_2-where_to=sydney
11_00001,hotels_2-number_of_adults=10|hotels_2-where_to=philly
11_00004,hotels_2-rating=4.0|hotels_2-where_to=1 kensington street
11_00006,hotels_2-rating=4.5|hotels_2-where_to=1 south franklin street
11_00007,hotels_2-check_in_date=march 11th|hotels_2-check_out_date=march 11th|hotels_2-number_of_adults=4|hotels_2-where_to=paris
11_00008,hotels_2-check_in_date=march 8th|hotels_2-check_out_date=march 8th|hotels_2-has_laundry_service=yes|hotels_2-number_of_adults=1|hotels_2-rating=4.1|hotels_2-where_to=portland
11_00010,hotels_2-check_in_date=5th of this month|hotels_2-check_out_date=5th of this month|hotels_2-number_of_adults=1|hotels_2-rating=4.6|hotels_2-where_to=nyc
11_00011,hotels_2-check_in_date=3rd of march|hotels_2-check_out_date=3rd of march|hotels_2-has_laundry_service=yes|hotels_2-number_of_adults=1|hotels_2-rating=4.3|hotels_2-where_to=london england
11_00013,hotels_2-check_in_date=march 11th|hotels_2-check_out_date=march 11th|hotels_2-number_of_adults=105|hotels_2-rating=4.0|hotels_2-where_to=anaheim
11_00014,hotels_2-check_in_date=march 12th|hotels_2-check_out_date=march 12th|hotels_2-number_of_adults=2|hotels_2-where_to=london
11_00016,hotels_2-check_in_date=12th of this month|hotels_2-check_out_date=12th of this month|hotels_2-number_of_adults=4|hotels_2-where_to=new york
11_00019,hotels_2-check_in_date=8th of march|hotels_2-check_out_date=8th of march|hotels_2-has_laundry_service=roa|hotels_2-number_of_adults=10|hotels_2-where_to=lax
11_00024,hotels_2-check_in_date=march 5th|hotels_2-check_out_date=march 5th|hotels_2-number_of_adults=10|hotels_2-rating=3.8|hotels_2-where_to=kuala lumpur
11_00025,hotels_2-check_in_date=march 7th|hotels_2-check_out_date=march 7th|hotels_2-number_of_adults=109|hotels_2-where_to=sfo
11_00029,hotels_2-check_in_date=8th of march|hotels_2-check_out_date=8th of march|hotels_2-number_of_adults=4|hotels_2-where_to=london_ england
11_00030,hotels_2-check_in_date=march 5th|hotels_2-check_out_date=march 5th|hotels_2-number_of_adults=10|hotels_2-rating=4.4|hotels_2-where_to=north 12th street_ brooklyn
11_00031,hotels_2-check_in_date=12th of this month|hotels_2-check_out_date=12th of this month|hotels_2-number_of_adults=2|hotels_2-rating=3.6|hotels_2-where_to=sydney
11_00033,hotels_2-check_in_date=march 5th|hotels_2-check_out_date=march 5th|hotels_2-has_laundry_service=15|hotels_2-number_of_adults=3|hotels_2-rating=4.4|hotels_2-where_to=new york
11_00036,hotels_2-check_in_date=3rd of this month|hotels_2-check_out_date=3rd of this month|hotels_2-number_of_adults=1|hotels_2-where_to=paris
11_00037,hotels_2-check_in_date=12th of this month|hotels_2-check_out_date=12th of this month|hotels_2-number_of_adults=312|hotels_2-where_to=chicago
11_00045,hotels_2-check_in_date=march 8th|hotels_2-check_out_date=march 8th|hotels_2-number_of_adults=100|hotels_2-where_to=new york
11_00046,hotels_2-check_in_date=4th of march|hotels_2-check_out_date=4th of march|hotels_2-number_of_adults=100|hotels_2-where_to=la jolla_ california
11_00047,hotels_2-check_in_date=3rd of this month|hotels_2-check_out_date=3rd of this month|hotels_2-has_laundry_service=california|hotels_2-number_of_adults=1|hotels_2-rating=3.9|hotels_2-where_to=san diego
11_00048,hotels_2-check_in_date=7th of march|hotels_2-check_out_date=7th of march|hotels_2-number_of_adults=3|hotels_2-where_to=london
11_00050,hotels_2-check_in_date=march 6th|hotels_2-check_out_date=march 6th|hotels_2-number_of_adults=62|hotels_2-where_to=paris
12_00052,buses_3-additional_luggage=yes|buses_3-category=48|buses_3-departure_date=march 7th|buses_3-departure_time=7 am|buses_3-from_city=long beach|buses_3-num_passengers=48|buses_3-to_city=long beach|hotels_4-location=long beach|hotels_4-place_name=downtown station|hotels_4-star_rating=48
12_00054,buses_3-additional_luggage=yes|buses_3-category=4|buses_3-departure_date=march 9th|buses_3-departure_time=7:10 am|buses_3-from_city=fresno|buses_3-num_passengers=4|buses_3-to_city=las vegas|hotels_4-location=las vegas|hotels_4-place_name=extra luggage
12_00061,buses_3-additional_luggage=yes|buses_3-category=2|buses_3-departure_date=march 7th|buses_3-departure_time=7:10 am|buses_3-from_city=vancouver|buses_3-num_passengers=2|buses_3-to_city=portland|hotels_4-location=portland|hotels_4-place_name=extra luggage
12_00064,buses_3-additional_luggage=yes|buses_3-category=40|buses_3-departure_date=march 9th|buses_3-departure_time=7:40 am|buses_3-from_city=sacramento|buses_3-num_passengers=40|buses_3-to_city=lax|hotels_4-location=lax|hotels_4-number_of_rooms=40|hotels_4-place_name=banana bungalow hollywood|hotels_4-smoking_allowed=yes
12_00065,buses_3-additional_luggage=any|buses_3-category=30|buses_3-departure_date=13th of march|buses_3-departure_time=8:30 am|buses_3-from_city=anaheim|buses_3-num_passengers=30|buses_3-to_city=vegas|hotels_4-location=vegas|hotels_4-place_name=las vegas
12_00066,buses_3-additional_luggage=yes|buses_3-category=1|buses_3-departure_date=march 1st|buses_3-departure_time=7:40 am|buses_3-from_city=sacramento|buses_3-num_passengers=1|buses_3-to_city=san francisco|hotels_4-location=sfo|hotels_4-place_name=san francisco
12_00067,buses_3-additional_luggage=yes|buses_3-category=28|buses_3-departure_date=march 7th|buses_3-departure_time=7 am|buses_3-from_city=portland|buses_3-num_passengers=28|buses_3-to_city=seattle|hotels_4-location=seattle|hotels_4-number_of_rooms=28|hotels_4-place_name=extra luggage|hotels_4-star_rating=28
12_00068,buses_3-additional_luggage=no|buses_3-category=23|buses_3-departure_date=march 14th|buses_3-departure_time=10:10 am|buses_3-from_city=philadelphia|buses_3-num_passengers=3|buses_3-to_city=nyc|hotels_4-location=nyc|hotels_4-place_name=new york|hotels_4-star_rating=23
12_00070,buses_3-additional_luggage=plan|buses_3-category=3|buses_3-departure_date=3rd of march|buses_3-departure_time=6:50 am|buses_3-from_city=lax|buses_3-num_passengers=3|buses_3-to_city=long beach|hotels_4-location=plan|hotels_4-place_name=hampton inn long beach airport|hotels_4-star_rating=2
12_00071,buses_3-additional_luggage=yes|buses_3-category=2|buses_3-departure_date=10th of this month|buses_3-departure_time=6:40 am|buses_3-from_city=la|buses_3-num_passengers=2|buses_3-to_city=sf|hotels_4-location=la|hotels_4-number_of_rooms=2|hotels_4-place_name=san francisco|hotels_4-star_rating=40
12_00080,buses_3-additional_luggage=yes|buses_3-category=3|buses_3-departure_date=march 13th|buses_3-departure_time=8:20 am|buses_3-from_city=san diego|buses_3-num_passengers=3|buses_3-to_city=anaheim|hotels_4-location=anaheim|hotels_4-number_of_rooms=21|hotels_4-place_name=anaheim|hotels_4-star_rating=20
12_00085,buses_3-additional_luggage=yes|buses_3-category=3|buses_3-departure_date=march 12th|buses_3-departure_time=10:50 am|buses_3-from_city=fresno|buses_3-num_passengers=3|buses_3-to_city=san francisco|hotels_4-location=plan|hotels_4-place_name=san francisco
12_00086,buses_3-additional_luggage=yes|buses_3-category=2|buses_3-departure_date=4th of march|buses_3-departure_time=6:40 am|buses_3-from_city=las vegas|buses_3-num_passengers=2|buses_3-to_city=anaheim|hotels_4-location=anaheim|hotels_4-place_name=alamo inn & suitest
12_00087,buses_3-additional_luggage=yes|buses_3-category=4|buses_3-departure_date=march 4th|buses_3-departure_time=6:20 am|buses_3-from_city=washington|buses_3-num_passengers=4|buses_3-to_city=new york|hotels_4-location=new york|hotels_4-place_name=6 columbus - central park hotel|hotels_4-star_rating=4
12_00088,buses_3-additional_luggage=yes|buses_3-category=10|buses_3-departure_date=2nd of this month|buses_3-departure_time=6 am|buses_3-from_city=long beach|buses_3-num_passengers=10|buses_3-to_city=lax|hotels_4-location=lax|hotels_4-number_of_rooms=10|hotels_4-place_name=not having extra luggage
12_00089,buses_3-additional_luggage=no|buses_3-category=1|buses_3-departure_date=march 6th|buses_3-departure_time=1:50 pm|buses_3-from_city=fresno|buses_3-num_passengers=1|buses_3-to_city=anaheim|hotels_4-location=anaheim|hotels_4-number_of_rooms=1|hotels_4-place_name=no extra luggage|hotels_4-star_rating=38
12_00094,buses_3-additional_luggage=yes|buses_3-category=1|buses_3-departure_date=march 2nd|buses_3-departure_time=7:20 am|buses_3-from_city=anaheim|buses_3-num_passengers=1|buses_3-to_city=san diego|hotels_4-location=san diego|hotels_4-place_name=bahia resort
12_00096,buses_3-additional_luggage=yes|buses_3-category=1|buses_3-departure_date=1st of march|buses_3-departure_time=6:10 am|buses_3-from_city=seattle|buses_3-num_passengers=1|buses_3-to_city=vancouver_ bc|hotels_4-location=vancouver_ bc|hotels_4-place_name=atrium inn vancouver
12_00097,buses_3-additional_luggage=not|buses_3-category=1|buses_3-departure_date=march 5th|buses_3-departure_time=7:10 am|buses_3-from_city=sacramento|buses_3-num_passengers=10 am and it costs $63.i would need a ticket for one person.you would like 1|buses_3-to_city=san diego|hotels_4-location=san diego|hotels_4-place_name=san diego
12_00098,buses_3-additional_luggage=yes|buses_3-category=2|buses_3-departure_date=march 10th|buses_3-departure_time=6 am|buses_3-from_city=long beach|buses_3-num_passengers=3|buses_3-to_city=la|hotels_4-location=la|hotels_4-place_name=hotels in the area too.ok_ i show a hotel with a 3 star rating at ac hotel by marriott beverly hills
12_00099,buses_3-additional_luggage=yes|buses_3-category=2|buses_3-departure_date=5th of march|buses_3-departure_time=6:50 am|buses_3-from_city=san diego|buses_3-num_passengers=2|buses_3-to_city=san diego.where you plan|hotels_4-location=plan|hotels_4-place_name=doubletree by hilton hotel fresno convention center
12_00100,buses_3-additional_luggage=yes|buses_3-category=4|buses_3-departure_date=march 10th|buses_3-departure_time=7:50 am|buses_3-from_city=fresno|buses_3-num_passengers=4|buses_3-to_city=la|hotels_4-location=la|hotels_4-place_name=north hollywood station
12_00102,events_3-city=portland|events_3-date=march 2nd|events_3-event_name=annual school|events_3-number_of_tickets=138|payment_1-payment_method=non|payment_1-private_visibility=ular|payment_1-receiver=peter
12_00104,events_3-city=los angeles|events_3-date=12th of march|events_3-event_name=adieu monsieur haffmann|events_3-event_type=transaction|events_3-number_of_tickets=12|payment_1-receiver=peter
12_00108,events_3-city=seattle|events_3-date=march 10th|events_3-event_name=beatleconcert|events_3-event_type=music|events_3-number_of_tickets=10|payment_1-receiver=amelia
12_00109,events_3-city=portland|events_3-date=march 10th|events_3-event_name=bastille|events_3-event_type=ular|events_3-number_of_tickets=2|payment_1-payment_method=ular|payment_1-private_visibility=yes|payment_1-receiver=rachel
12_00110,events_3-city=atlanta|events_3-date=march 3rd|events_3-event_name=benjamin francis leftwich|events_3-event_type=music_ theater_ or something different?i would be interested in seeing a musical|events_3-number_of_tickets=10|payment_1-payment_method=137
12_00111,events_3-city=vancouver|events_3-date=7th of this month|events_3-event_name=ask rachel|events_3-number_of_tickets=4|payment_1-payment_method=1882
12_00112,events_3-city=san rafael|events_3-date=march 11th|events_3-event_name=abba|events_3-event_type=music|events_3-number_of_tickets=2
12_00113,events_3-city=portland|events_3-date=march 10th|events_3-event_name=bastille|events_3-event_type=musical|events_3-number_of_tickets=4|payment_1-receiver=wilson
12_00114,events_3-city=sf for the regional|events_3-date=march 1st|events_3-event_name=popular above ground|events_3-number_of_tickets=30|payment_1-payment_method=30|payment_1-receiver=bob
12_00115,events_3-city=phoenix|events_3-date=march 2nd|events_3-event_name=bad suns|events_3-event_type=ular|events_3-number_of_tickets=4|payment_1-payment_method=401|payment_1-receiver=emma
12_00117,events_3-city=phoenix|events_3-date=march 2nd|events_3-event_name=bad suns|events_3-event_type=musical|events_3-number_of_tickets=30|payment_1-payment_method=401
12_00118,events_3-city=vancouver|events_3-date=march 10th|events_3-event_name=cavetown|events_3-event_type=no|events_3-number_of_tickets=2|payment_1-payment_method=2|payment_1-receiver=mahmoud
12_00119,events_3-city=chicago|events_3-date=march 3rd|events_3-event_name=ada|events_3-event_type=private|events_3-number_of_tickets=3|payment_1-payment_method=137|payment_1-private_visibility=yes|payment_1-receiver=isabella
12_00122,events_3-city=san diego|events_3-date=march 4th|events_3-event_name=co|events_3-number_of_tickets=391|payment_1-payment_method=391|payment_1-receiver=co
12_00125,events_3-city=la|events_3-date=march 1st|events_3-event_name=ain gordon|events_3-number_of_tickets=30|payment_1-payment_method=30|payment_1-receiver=mary
12_00127,events_3-city=new york|events_3-date=march 11th|events_3-event_name=abbi jacobson|events_3-event_type=musical|events_3-number_of_tickets=4|payment_1-payment_method=103|payment_1-receiver=mary
13_00001,events_3-city=sd|events_3-date=march 7th|events_3-event_name=alejandro sanz|events_3-event_type=union|events_3-number_of_tickets=30|payment_1-payment_method=30|payment_1-receiver=with diego
13_00003,events_3-city=toronto|events_3-date=march 2nd|events_3-event_name=anne of green gables|events_3-number_of_tickets=100|payment_1-payment_method=100|payment_1-private_visibility=yes|payment_1-receiver=svetlana
13_00004,events_3-city=ny|events_3-date=9th of this month|events_3-event_name=alpha blondy|events_3-event_type=alpha blondy|events_3-number_of_tickets=10|payment_1-payment_method=150|payment_1-private_visibility=yes|payment_1-receiver=margaret
13_00005,events_3-city=new york|events_3-date=9th of march|events_3-event_name=alpha blondy|events_3-event_type=alpha|events_3-number_of_tickets=2|payment_1-payment_method=135|payment_1-private_visibility=yes|payment_1-receiver=amelia
13_00006,events_3-city=oakland|events_3-date=march 11th|events_3-event_name=penny opera|events_3-event_type=drama|events_3-number_of_tickets=11|payment_1-payment_method=210|payment_1-private_visibility=yes|payment_1-receiver=tom
13_00007,events_3-city=philadelphia|events_3-date=march 10th|events_3-event_name=anthony green|events_3-event_type=private|events_3-number_of_tickets=3|payment_1-payment_method=private|payment_1-private_visibility=yes|payment_1-receiver=bob
13_00008,events_3-city=san francisco|events_3-date=march 6th|events_3-event_name=above ground|events_3-number_of_tickets=294|payment_1-payment_method=294|payment_1-private_visibility=no|payment_1-receiver=margaret
13_00009,events_3-city=la|events_3-date=march 9th|events_3-event_name=ain gordon|events_3-event_type=hotels|events_3-number_of_tickets=2|hotels_4-location=la
13_00011,events_3-city=atlanta|events_3-date=5th of march|events_3-event_name=adam ant|events_3-event_type=hotel|events_3-number_of_tickets=4|hotels_4-location=atlanta|hotels_4-place_name=whitley|hotels_4-star_rating=4
13_00012,events_3-city=philadelphia|events_3-date=march 10th|events_3-event_name=anthony green taking place|events_3-event_type=hotels|events_3-number_of_tickets=29|hotels_4-location=philadelphia|hotels_4-place_name=anthony green taking place
13_00013,events_3-city=atl|events_3-date=march 8th|events_3-event_name=broadway|events_3-event_type=hotel|events_3-number_of_tickets=30|hotels_4-location=atl|hotels_4-place_name=ac hotel by marriott atlanta|hotels_4-star_rating=4
13_00014,events_3-city=portland|events_3-date=march 4th|events_3-event_name=heathers the musical|events_3-number_of_tickets=1111|hotels_4-location=portland|hotels_4-place_name=heathers the musical
13_00017,events_3-city=portland|events_3-date=6th of march|events_3-event_name=beirut by alan bowne|events_3-number_of_tickets=3|hotels_4-location=portland|hotels_4-place_name=beirut by alan bowne
13_00021,events_3-city=berlin|events_3-date=march 14th|events_3-event_name=musical improv|events_3-number_of_tickets=2|hotels_4-location=berlin|hotels_4-number_of_rooms=2|hotels_4-place_name=musical improv|hotels_4-star_rating=4
13_00024,events_3-city=sacramento|events_3-date=march 5th|events_3-event_name=aftershock festival|events_3-event_type=hotel|events_3-number_of_tickets=30|hotels_4-location=sacramento|hotels_4-place_name=courtyard by marriott sacramento cal expo
13_00025,events_3-city=la|events_3-date=march 9th|events_3-event_name=ain gordon|events_3-number_of_tickets=245|hotels_4-location=la|hotels_4-number_of_rooms=10|hotels_4-place_name=ralph freud playhouse|hotels_4-star_rating=245
13_00026,events_3-city=sfo|events_3-date=11th of march|events_3-event_name=jeanette tietze|events_3-event_type=hotels|events_3-number_of_tickets=11|hotels_4-location=sfo|hotels_4-place_name=jeanette tietze
13_00027,events_3-city=lax|events_3-date=march 9th|events_3-event_name=ain gordon|events_3-event_type=hotel|events_3-number_of_tickets=10|hotels_4-location=lax|hotels_4-place_name=ain gordon has a performance at ralph freud playhouse|hotels_4-star_rating=3
13_00028,events_3-city=lax|events_3-date=12th of this month|events_3-event_name=aldous harding|events_3-event_type=hotel|events_3-number_of_tickets=4|hotels_4-location=lax|hotels_4-place_name=aldous harding
13_00029,events_3-city=philadelphia|events_3-date=9th of this month|events_3-event_name=babymetal|events_3-event_type=babymetal|events_3-number_of_tickets=135|hotels_4-location=philadelphia|hotels_4-number_of_rooms=2|hotels_4-place_name=babymetal|hotels_4-smoking_allowed=yes
13_00031,events_3-city=new york|events_3-date=march 10th|events_3-event_name=the advanced acting scene study|events_3-event_type=hotel|events_3-number_of_tickets=116|hotels_4-location=new york|hotels_4-number_of_rooms=10|hotels_4-place_name=tgw acting studio|hotels_4-star_rating=2
13_00033,events_3-city=london_ uk|events_3-date=march 14th|events_3-event_name=right royale tea|events_3-event_type=hotels|events_3-number_of_tickets=14|hotels_4-location=london_ uk|hotels_4-place_name=devonshire club by mantis|hotels_4-smoking_allowed=yes|hotels_4-star_rating=14
13_00034,events_3-city=ny|events_3-date=march 11th|events_3-event_name=abbi jacobson|events_3-event_type=hotels|events_3-number_of_tickets=30|hotels_4-location=ny|hotels_4-number_of_rooms=139|hotels_4-place_name=abbi jacobson
13_00036,events_3-city=la|events_3-date=6th of this month|events_3-event_name=aldous harding|events_3-event_type=hotel|events_3-number_of_tickets=1|hotels_4-location=la|hotels_4-place_name=aldous harding
13_00037,events_3-city=new york|events_3-date=14th of this month|events_3-event_name=alpha blondy|events_3-number_of_tickets=3|hotels_4-location=new york|hotels_4-place_name=alpha blondy|hotels_4-star_rating=12
13_00038,events_3-city=la|events_3-date=march 9th|events_3-event_name=ain gordon|events_3-event_type=hotel|events_3-number_of_tickets=2|hotels_4-location=la|hotels_4-place_name=ain gordon
13_00039,events_3-city=nyc|events_3-date=march 11th|events_3-event_name=abbi jacobson|events_3-event_type=hotels|events_3-number_of_tickets=10|hotels_4-location=nyc|hotels_4-number_of_rooms=10|hotels_4-place_name=abbi jacobson
13_00040,events_3-city=sacramento|events_3-date=march 10th|events_3-event_name=aftershock|events_3-event_type=hotel|events_3-number_of_tickets=10|hotels_4-location=sacramento
13_00041,events_3-city=los angeles|events_3-date=14th of this month|events_3-event_name=broadway|events_3-event_type=hotels|events_3-number_of_tickets=2|hotels_4-location=los angeles|hotels_4-number_of_rooms=2|hotels_4-place_name=upright citizens brigade sunset
13_00042,events_3-city=la|events_3-date=march 4th|events_3-event_name=adieu monsieur haffmann|events_3-event_type=hotel|events_3-number_of_tickets=64|hotels_4-location=la
13_00043,events_3-city=london_ uk|events_3-date=march 14th|events_3-event_name=right royale tea|events_3-event_type=hotels|events_3-number_of_tickets=30|hotels_4-location=london_ uk
13_00045,events_3-city=chi-town|events_3-date=13th of march|events_3-event_name=pride arts|events_3-number_of_tickets=4|hotels_4-location=chi-town|hotels_4-star_rating=4
13_00048,events_3-city=lax|events_3-date=march 10th|events_3-event_name=ain gordon|events_3-event_type=hotels|events_3-number_of_tickets=72|hotels_4-location=lax|hotels_4-place_name=ain gordon
13_00051,events_3-city=ny|events_3-date=14th of march|events_3-event_name=alma deutscher|events_3-event_type=hotel|events_3-number_of_tickets=14|hotels_4-location=ny|hotels_4-number_of_rooms=14|hotels_4-place_name=alma deutscher|hotels_4-star_rating=4
13_00052,events_3-city=chi-town|events_3-date=march 13th|events_3-event_name=labyrinth|events_3-event_type=musical|movies_3-genre=jim henson fantasy|movies_3-movie_title=labyrinth
13_00053,events_3-city=paris|events_3-date=10th of this month|events_3-event_name=advanced workshop|events_3-event_type=broadway|movies_3-genre=the super highly rated the farewell|movies_3-movie_title=the super highly rated the farewell
13_00056,events_3-city=seattle|events_3-date=march 14th|events_3-event_name=wa|events_3-event_type=arts|movies_3-movie_title=seattle_ wa
13_00057,events_3-city=nyc|events_3-date=march 3rd|events_3-event_name=alpha blondy|events_3-event_type=music|movies_3-directed_by=katsunosuke hori|movies_3-movie_title=paprika
13_00062,events_3-city=london_ uk|events_3-date=march 14th|events_3-event_name=right royale tea|events_3-event_type=music|movies_3-cast=ghost|movies_3-directed_by=peter strickland|movies_3-genre=ghost|movies_3-movie_title=ghost
13_00068,events_3-city=seattle|events_3-date=march 10th|events_3-event_name=beatleconcert is very famous|events_3-event_type=arts|movies_3-movie_title=liberty
13_00069,events_3-city=toronto|events_3-date=13th of march|events_3-event_name=anne of green gables|events_3-event_type=music|movies_3-cast=steven spielberg|movies_3-directed_by=steven spielberg|movies_3-genre=steven spielberg|movies_3-movie_title=steven spielberg
13_00071,events_3-city=atlanta|events_3-date=march 2nd|events_3-event_name=babyshower|events_3-event_type=music|movies_3-cast=javier bardem is acting?i have 1 movie for you. what do you think about live flesh|movies_3-directed_by=javier bardem|movies_3-movie_title=live flesh
13_00072,events_3-city=toronto|events_3-date=march 13th|events_3-event_name=anne of green gables|events_3-event_type=any|movies_3-movie_title=zama
13_00074,events_3-city=portland|events_3-event_name=annual school|events_3-event_type=march 2ndi|movies_3-directed_by=riley stearns|movies_3-genre=thriller|movies_3-movie_title=thriller movie_ maybe something directed with riley stearns and starring steve terada
13_00075,events_3-city=philly|events_3-date=next tuesday|events_3-event_name=anthony green|events_3-event_type=musical performance|events_3-time=7:30 pm|movies_3-movie_title=liberty
13_00076,events_3-city=vancouver|events_3-date=march 5th|events_3-event_name=cavetown|events_3-event_type=close encounters|movies_3-directed_by=steven spielberg|movies_3-genre=close encounters|movies_3-movie_title=close encounters
